id	document_id	sentence_nr	content	code	title/text	dataset	url
13663	Kmeas1	1	Geschwindigkeit max 30 kmh	mpos	title	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/geschwindigkeit-max-30-kmh
13664	Kmeas1	2	Dohmen- und Hafelsstraße auf 30 kmh beschränken.	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/geschwindigkeit-max-30-kmh
13665	Kmeas1	3	Der Umwelt und der Sicherheit zu liebe.	non-arg	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/geschwindigkeit-max-30-kmh
13666	Kmeas10	1	Entlastung Kreuzung Rathaus in Fischeln	mpos	title	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/entlastung-kreuzung-rathaus-fischeln
13667	Kmeas10	2	Kimplerstr als Umgehung für Kreuzung Rathaus auf Anrather und Erkelenzer Str beschildern und Ampel Kimplerstr / Kölnerstr errichten.	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/entlastung-kreuzung-rathaus-fischeln
13668	Kmeas10	3	Diese Lösung entlastet die Kreuzung am Rathaus durch Verkehr von Westen und Osten	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/entlastung-kreuzung-rathaus-fischeln
13704	Kmeas11	1	Entlastung Ortskern Fischeln	mpos	title	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/entlastung-ortskern-fischeln
13705	Kmeas11	2	Die Oberbruchstr in zwei Schritten ausbauen	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/entlastung-ortskern-fischeln
13706	Kmeas11	3	1. bestehende Strasse verbreitern für Aufnahme Verkehr von Raderfeld , Wilhelm Stefen Str über Hees	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/entlastung-ortskern-fischeln
13707	Kmeas11	4	2. Strasse bis Kreisel Ortseingang im Süden verlängern um  eine kleine östliche Umgehung zu schaffen	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/entlastung-ortskern-fischeln
13723	Kmeas12	1	Entlastung Kölner Str durch Nutzung Johannes Blum Str	mpos	title	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/entlastung-koelner-str-durch-nutzung-johannes-blum-str
13724	Kmeas12	2	Die Kölnerstr ist zu sehr mit PKW Verkehr belastet und unsicher für Fussgänger und Radfahrer.	premise	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/entlastung-koelner-str-durch-nutzung-johannes-blum-str
13725	Kmeas12	3	Im Rahmen des Zukunftskonzept sollte eine Umgehung für Teile des Verkehrs überlegt werden.	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/entlastung-koelner-str-durch-nutzung-johannes-blum-str
13726	Kmeas12	4	d.h Umgehung der Kölnerstr über Eichhornstr. Raderfeld, Wilhelm Str und Öffung der Johannes Blum Str. für Verkehr von und zur Phl Reis Str.	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/entlastung-koelner-str-durch-nutzung-johannes-blum-str
13759	Kmeas13	1	Einbahnstrassenregelung und Öffunung Wedelstr zur Wilhelm Stefen Str	mpos	title	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/einbahnstrassenregelung-und-oeffunung-wedelstr-zur-wilhelm-stefen-str
13760	Kmeas13	2	Die Wedelstr ist durchweg einseitig zugeparkt, da quasi Parkplatz für die Kölnerstr.	premise	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/einbahnstrassenregelung-und-oeffunung-wedelstr-zur-wilhelm-stefen-str
13761	Kmeas13	3	Dementsprechend sollte über eine Einbahnstrassen Regelung und Öffnung der Wedelstr zu Wilhelm Stefen Str nachgedacht werden.	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/einbahnstrassenregelung-und-oeffunung-wedelstr-zur-wilhelm-stefen-str
13762	Kmeas13	4	d.h Einfahrt in die Wedelstr nur aus der Kölnerstr und Ausfahrt nur über Wilhelm Stefen Str	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/einbahnstrassenregelung-und-oeffunung-wedelstr-zur-wilhelm-stefen-str
13835	Kmeas14	1	Verkehr durch Nutzung der Johannes Blum Str reduzieren	mpos	title	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/verkehr-durch-nutzung-der-johannes-blum-str-reduzieren
13836	Kmeas14	2	Der Verkehr auf der  Hafelsstr hat in den letzten Jahren stark zugenommen.	premise	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/verkehr-durch-nutzung-der-johannes-blum-str-reduzieren
13837	Kmeas14	3	Die Einbindung der Johannes Blum Str ( breite Strasse und heute kaum genutzt ) könnte eine gewisse Entlastung bringen.	mpos+premise	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/verkehr-durch-nutzung-der-johannes-blum-str-reduzieren
13838	Kmeas14	4	Ferner sollte auch auf dem Reststück Hafelsstr ( K Bahn bis Rathaus ) Tempo 30 vorgegeben werden ( Schüler queren nach Königshof, Schule auf der Strasse und kommendes Seniorenheim)	mpos+premise	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/verkehr-durch-nutzung-der-johannes-blum-str-reduzieren
13839	Kmeas14	5	Zusätzlich ist mindestens 1 Zebrastreifen Höhe Heiligenweg notwendig	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/verkehr-durch-nutzung-der-johannes-blum-str-reduzieren
13878	Kmeas15	1	Kreuzung am Rathaus Fischeln entlasten	mpos	title	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/kreuzung-am-rathaus-fischeln-entlasten-0
13879	Kmeas15	2	inzwischen zuviel reiner Durchgangsverkehr in alle Richtungen.	premise	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/kreuzung-am-rathaus-fischeln-entlasten-0
13880	Kmeas15	3	Dieser sollte durch Umgehungsstrassen um den Ortkern geführt werden oder mindestens auf andere Strassen wie z.B. Marienstr und Johannes Blum Str verteilt werden.	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/kreuzung-am-rathaus-fischeln-entlasten-0
13881	Kmeas15	4	Schilder sollten auf die Möglichkeit die Kreuzung am Rathaus zu umfahren hinweisen.	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/kreuzung-am-rathaus-fischeln-entlasten-0
13937	Kmeas16	1	Zebrastreifen und Schrittfahren einrichten	mpos	title	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/zebrastreifen-und-schrittfahren-einrichten-0
13938	Kmeas16	2	Für Fussgänger ist es in diesem Teil nicht sicher die Strasse zu überqueren.	premise	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/zebrastreifen-und-schrittfahren-einrichten-0
13939	Kmeas16	3	Bei Stau muss man sich durch die Autos quetschen und wenn mal weniger Verkehr ist, wird zu schnell gefahren.	premise	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/zebrastreifen-und-schrittfahren-einrichten-0
13940	Kmeas16	4	Wegen der Nähe der beiden Kurven ist der Verkehr schlecht einzusehen und muss u.U. auf den Gehweg zurückspringen.	premise	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/zebrastreifen-und-schrittfahren-einrichten-0
13941	Kmeas16	5	Für Kinderwagen und Rollatoren kaum möglich	premise	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/zebrastreifen-und-schrittfahren-einrichten-0
14051	Kmeas18	1	sicher Zebrastreifen über Anrather und Verkehrsinsel Rosenstr	mpos	title	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/sicher-zebrastreifen-ueber-anrather-und-verkehrsinsel-rosenstr
14052	Kmeas18	2	Für Fussgänger ist es sehr unsicher in diesem Bereich auf Rosen und Anrather Str zu überqueren.	premise	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/sicher-zebrastreifen-ueber-anrather-und-verkehrsinsel-rosenstr
14053	Kmeas18	3	Zebrastreifen über beide Strassen sind dringend notwendig	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/sicher-zebrastreifen-ueber-anrather-und-verkehrsinsel-rosenstr
14109	Kmeas19	1	zum Ende der neuen online Befragung	non-arg	title	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/zum-ende-der-neuen-online-befragung
14110	Kmeas19	2	In vielen Beiträgen wurde erneut auf die bestehenden und weiter wachsenden Belastungen des Fischelner Ortskerns hingewiesen und auch Massnahmen aufgezeigt.	non-arg	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/zum-ende-der-neuen-online-befragung
14111	Kmeas19	3	In der Vergangenheit gab es schon Planungen und Konzepte, die jedoch nie umgesetzt wurden.	non-arg	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/zum-ende-der-neuen-online-befragung
14112	Kmeas19	4	Die betroffenen Bürger und Nutzer des Ortskerns haben nun erneut eine hohe Erwartungshaltung an Politik, Rat und Verwaltung, dass im Rahmen des Mobilitätskonzepts auch Ideen und Lösungen umgesetzt werden.	non-arg	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/zum-ende-der-neuen-online-befragung
14113	Kmeas19	5	Die verschiedenen Aktionen : Mobilitätskonzept, Entwicklungskonzept Fischeln, Fahrradoffensive sollten nicht für den kommenden Wahlkampf missbraucht werden, sondern es sollte auch etwas nachhaltiges für die Bürger herauskommen.	non-arg	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/zum-ende-der-neuen-online-befragung
14114	Kmeas2	1	Fahrradspur, Zebrastreifen und max Tempo 30 in Fischeln	mpos	title	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/fahrradspur-zebrastreifen-und-max-tempo-30-fischeln
14115	Kmeas2	2	... gute, günstige und schnelle Maßnahmen für Fischeln.	non-arg	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/fahrradspur-zebrastreifen-und-max-tempo-30-fischeln
14116	Kmeas20	1	die neuen Baugebiete Plankerheide und zuerst realisieren	non-arg	title	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/die-neuen-baugebiete-plankerheide-und-zuerst-realisieren
14117	Kmeas20	2	Die  Baugebiete Plankerheide und Fischeln Ost liegen entlang der Bahnverbindung nach Düsseldorf.	premise	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/die-neuen-baugebiete-plankerheide-und-zuerst-realisieren
14118	Kmeas20	3	Krefeld ist über den ÖPNV Knotenpunkt Grundend angebunden.	premise	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/die-neuen-baugebiete-plankerheide-und-zuerst-realisieren
14119	Kmeas20	4	In Süd/West soll wieder erstmal gebaut werden.	premise	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/die-neuen-baugebiete-plankerheide-und-zuerst-realisieren
14120	Kmeas20	5	Ob und wann eine wirkliche Umgehungstraße gebaut wird und eine ÖPNV Anbindung erfolgt, ist unklar.	premise	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/die-neuen-baugebiete-plankerheide-und-zuerst-realisieren
14121	Kmeas20	6	Die angedachte neue Straße geht nur bis zur Anrather Straße und entlastet den Ortskern nicht.	premise	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/die-neuen-baugebiete-plankerheide-und-zuerst-realisieren
14122	Kmeas20	7	"Für Süd/ West gilt die alte bekannte Vorgehensweise  "" erstmal bauen und dann schauen wir ( Politik, Stadt und Verwaltung ) mal """	non-arg	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/die-neuen-baugebiete-plankerheide-und-zuerst-realisieren
14123	Kmeas21	1	Neue Grünverbindung	mpos	title	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/neue-gruenverbindung
14124	Kmeas21	2	Wenn die Feuerwehr umzieht, freigewordene Fläche als Grünverbindung nutzen	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/neue-gruenverbindung
14125	Kmeas22	1	Grün	non-arg	title	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/gruen
14126	Kmeas22	2	Baumpflanzungen entlang der Kölner Straße mit klimaresistenteren Bäumen.	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/gruen
14127	Kmeas23	1	Gehwege	non-arg	title	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/gehwege
14128	Kmeas23	2	Freihalten der (schmalen) Gehwege von Werbeaufstellern.	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/gehwege
14129	Kmeas23	3	Eine Mindestbreite von 1,80, besser 2,00 Metern darf nicht unterschritten werden.	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/gehwege
14130	Kmeas23	4	Im Zweifelsfall auch auf Parkplätze verzichten.	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/gehwege
14131	Kmeas24	1	Gewerbe	non-arg	title	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/gewerbe
14132	Kmeas24	2	Kein neuer Logistikstandort entlang der Autobahn.	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/gewerbe
14133	Kmeas24	3	Wenn schon Arbeitsplätze entstehen sollen, dann Forschung, Entwicklung, Start Ups.	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/gewerbe
14134	Kmeas24	4	Hier aber auch die ÖV-Erschließung mitdenken.	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/gewerbe
14135	Kmeas24	5	(kann man leider nicht markieren)	non-arg	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/gewerbe
14136	Kmeas25	1	Umgehung	non-arg	title	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/umgehung-0
14137	Kmeas25	2	Keine Umgehung, da in 25 Jahren nur noch autonome Fahrzeuge fahren.	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/umgehung-0
14138	Kmeas26	1	Gründächer	non-arg	title	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/gruendaecher
14139	Kmeas26	2	Gründächer und Photovoltaikstandorte aktiv fördern.	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/gruendaecher
14140	Kmeas27	1	Nachverdichtungen	non-arg	title	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/nachverdichtungen
14141	Kmeas27	2	Nachverdichtungen mit Augenmaß um das Mikroklima zu erhalten (keine Hitzeinseln wie die Kölner Straße).	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/nachverdichtungen
14142	Kmeas28	1	Mobilität	non-arg	title	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/mobilitaet
14143	Kmeas28	2	Bauvorhaben, die verpflichtend alternative Mobilitätskonzepte anbieten, bevorzugen.	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/mobilitaet
14144	Kmeas29	1	Plankerheide	non-arg	title	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/plankerheide
14145	Kmeas29	2	Plankerheide vor Fischeln Süd-West.	non-arg	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/plankerheide
14146	Kmeas3	1	Massnahmen für die Kölnerstr in Fischeln	non-arg	title	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/massnahmen-fuer-die-koelnerstr-fischeln
14147	Kmeas3	2	- Durchgangsverkehr um den Ort leiten	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/massnahmen-fuer-die-koelnerstr-fischeln
14148	Kmeas3	3	- Strassenbelag durch Flüsterasphalt austauschen, insbesondere unebener Belag im  Bereich s.g. Dorfplatz (?)	mpos+premise	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/massnahmen-fuer-die-koelnerstr-fischeln
14149	Kmeas3	4	- grössere Grünflächen , breitere Gehwege und Einrichtung Fahrradspuren	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/massnahmen-fuer-die-koelnerstr-fischeln
14150	Kmeas3	5	- barrierefreie Strassenbahnhaltestellen	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/massnahmen-fuer-die-koelnerstr-fischeln
14151	Kmeas3	6	- Parken auf der Strasse reduzieren	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/massnahmen-fuer-die-koelnerstr-fischeln
14152	Kmeas3	7	- Aufbau von Parkplätzen z.B. Parkplatz Volksbank , Penny , Bereich hinter Ärztehaus / Apotheke	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/massnahmen-fuer-die-koelnerstr-fischeln
14153	Kmeas3	8	- Anwohner und Mitarbeiter Parkplätze vergeben	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/massnahmen-fuer-die-koelnerstr-fischeln
14154	Kmeas3	9	- ÖPNV attraktiver machen	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/massnahmen-fuer-die-koelnerstr-fischeln
14155	Kmeas3	10	- Einsatz von Bürgerbussen testen d.h Zielverkehr mit PKW zu Geschäften, Ärzten und Dienstleistern reduzieren	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/massnahmen-fuer-die-koelnerstr-fischeln
14156	Kmeas3	11	- Fussgängerampel Bereich Sparkasse	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/massnahmen-fuer-die-koelnerstr-fischeln
14157	Kmeas3	12	- ausgewiesene Parkbuchten für Kurierdienste	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/massnahmen-fuer-die-koelnerstr-fischeln
14158	Kmeas3	13	-	non-arg	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/massnahmen-fuer-die-koelnerstr-fischeln
14159	Kmeas30	1	Neue Wohngebiete	non-arg	title	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/neue-wohngebiete
14160	Kmeas30	2	Neubauviertel nur, wenn diese „autofrei“ sind und direkte Fuß- und Radverbindungen zum Ortskern haben (Stellplätze können außerhalb in Sammelgaragen sein).	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/neue-wohngebiete
14183	Kmeas4	1	Kreuzung am Rathaus und Hafelstr Richtung Oppum entlasten	mpos	title	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/kreuzung-am-rathaus-und-hafelstr-richtung-oppum-entlasten
14184	Kmeas4	2	mit Schildern auf der Kölnerstr auf die Möglichkeit hinweisen über Wilhelm Stefen Str , Hees und Oberbruchstr die überlastete Kreuzung Richtung Osten zu umfahren	mpos+premise	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/kreuzung-am-rathaus-und-hafelstr-richtung-oppum-entlasten
14235	Kmeas5	1	Verkehr auf der Rosenstrasse reduzieren	mpos	title	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/verkehr-auf-der-rosenstrasse-reduzieren
14236	Kmeas5	2	Verkehr von Willicher und Dohmenstr über Hannixweg / An de Welt auf Erkelenzer Str um leiten	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/verkehr-auf-der-rosenstrasse-reduzieren
14237	Kmeas5	3	Rosenstr zur Einbahnstrasse Einfahrt von der Anratherstr machen	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/verkehr-auf-der-rosenstrasse-reduzieren
14282	Kmeas6	1	bessere Markierung Fahrradspur	mpos	title	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/bessere-markierung-fahrradspur
14283	Kmeas6	2	Die Hafelstr wird in diesem Bereich sehr stark befahren und es gibt meist Rückstau bis in die Anratherstr.	premise	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/bessere-markierung-fahrradspur
14284	Kmeas6	3	Selbst der schmale Fahrradstreifen wird von Autofahrern nicht respektiert und es muss oft auf den Bürgersteig ausgewichen werden.	premise	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/bessere-markierung-fahrradspur
14285	Kmeas6	4	Eine bessere und auffallende Markierung ist notwendig	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/bessere-markierung-fahrradspur
14337	Kmeas7	1	Zebrastreifen notwendig	mpos	title	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/zebrastreifen-notwendig-2
14338	Kmeas7	2	Der Ampelübergang bei Rewe ist wg der Löcher im Aspalt und an den Schienen nicht sicher.	premise	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/zebrastreifen-notwendig-2
14339	Kmeas7	3	Der Umweg zur Ampel am Ärztehaus / Volksbank ist für Ältere zu weit.	premise	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/zebrastreifen-notwendig-2
14340	Kmeas7	4	Es sollte dazwischen noch eine Ampel oder Zebrastreifen z.B bei der Sparkasse gemacht werden	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/zebrastreifen-notwendig-2
14386	Kmeas8	1	Zebrastreifen notwendig	mpos	title	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/zebrastreifen-notwendig-1
14387	Kmeas8	2	Ein Zebrastreifen auf der Rosenstr Bereich Vaassenweg / Clemensstr ist dringend notwendig.	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/zebrastreifen-notwendig-1
14388	Kmeas8	3	Wegen des vielen Verkehrs kommt man insbesondere morgens und abends kaum mehr sicher über die Strasse in den Ort und zur Kirche	premise	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/zebrastreifen-notwendig-1
14451	Kmeas9	1	zur Entlastung Neuburgshof und mit Hinblick auf Baugebiet Süd/West	non-arg	title	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/zur-entlastung-neuburgshof-und-mit-hinblick-auf-baugebiet-suedwest
14452	Kmeas9	2	Str Am Germanshof verlängern und an Dohmenstr / Kütterweg anschliesen.	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/zur-entlastung-neuburgshof-und-mit-hinblick-auf-baugebiet-suedwest
14453	Kmeas9	3	d.h. Entlastung Wohngebiete und Neuburgshof , sowie in Vorbereitung Baugebiet Süd/West	mpos	text	MC_K	https://www.krefeld-bewegen.de/dialoge/fischeln/zur-entlastung-neuburgshof-und-mit-hinblick-auf-baugebiet-suedwest
14508	Kmob0	1	Mobilitätsbedarf älterer Menschen	non-arg	title	MC_K	https://www.krefeld-bewegen.de/comment/821#comment-821
14509	Kmob0	2	Der Mobilitätsbedarf älterer Menschen wird nicht hinreichend berücksichtigt.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/821#comment-821
14510	Kmob0	3	Wer nicht mehr gut laufen kann, ist oft aufs Auto angewiesen - zum Einkaufen, für Arzt- und Therapiebesuche usw.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/821#comment-821
14511	Kmob0	4	Radverkehr hilft da nicht, der ÖPNV je nach Grad der Behinderung auch nur bedingt.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/821#comment-821
14512	Kmob0	5	Sinnvoll wären Gutscheine für (ermäßigte) Taxifahrten, bspw. für Senioren, die ihr Auto abgeben (und weder eine ÖPNV-Haltestelle noch ein Lebensmittelgeschäft vor der Haustür haben).	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/821#comment-821
14513	Kmob1	1	Neubaugebiete und Gewerbe in Fischeln	non-arg	title	MC_K	https://www.krefeld-bewegen.de/comment/829#comment-829
14514	Kmob1	2	Der Süden Krefelds wird nach Willen der Politik  sehr große neue Wohngebiete  und weitere Gewerbeansiedlungen ( Fichtenhain und Interkommunales Gewerbegebiet ) bekommen.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/829#comment-829
14515	Kmob1	3	Was fehlt ist die passende Infrastuktur für LKW, PKW, ÖPNV, Fahrrad und Fusswege.	premise	text	MC_K	https://www.krefeld-bewegen.de/comment/829#comment-829
14516	Kmob1	4	Diese sollte vor Baubeginn und weiteren Gewerbeansiedlungen realisiert werden.	mpos	text	MC_K	https://www.krefeld-bewegen.de/comment/829#comment-829
